State,Month,Temperature,Humidity,Rainfall,LAI,Population_Density,Heat_Index,Season,Lagged_Rainfall,Urban_Risk,Disease
Rajasthan,October,32.8,35.6,27.0,1.53,4973,32.8,Post-Monsoon,33.3,Medium,Malaria
Manipur,February,12.8,68.6,3.4,0.5,296,30.45,Winter,7.9,Medium,Typhoid
Haryana,September,25.0,62.6,420.0,6.49,401,26.0,Monsoon,13.7,Low,Dengue
Madhya Pradesh,August,30.9,72.2,420.0,5.86,5036,37.99,Monsoon,101.8,High,Cholera
Tripura,April,30.2,71.0,14.7,0.87,452,35.79,Summer,1.7,Low,Malaria
Tamil Nadu,January,20.2,61.1,10.0,0.5,1959,24.36,Winter,20.0,Medium,Typhoid
West Bengal,July,27.2,97.0,420.0,4.92,250,32.18,Monsoon,311.8,Low,Dengue
Maharashtra,December,24.8,60.0,0.8,0.51,6442,25.83,Winter,10.2,Medium,Malaria
Nagaland,December,9.0,64.5,12.9,0.5,705,39.92,Winter,9.8,Low,Dengue
Manipur,November,16.9,75.6,20.7,1.04,511,23.15,Post-Monsoon,24.0,Low,Dengue
Odisha,January,22.8,64.0,2.2,0.68,8041,24.44,Winter,23.5,High,Typhoid
Himachal Pradesh,February,8.3,52.5,2.9,0.5,1238,41.49,Winter,0.6,Low,Typhoid
Jharkhand,May,39.5,64.7,19.8,0.97,340,64.62,Summer,35.5,Medium,Heatstroke
Punjab,May,38.5,58.2,11.5,0.72,3553,55.5,Summer,24.2,Medium,Heatstroke
Manipur,May,31.6,71.0,21.7,0.5,210,39.6,Summer,50.2,Medium,Malaria
Uttarakhand,October,11.6,62.4,23.5,0.56,466,33.92,Post-Monsoon,323.3,Medium,Typhoid
Delhi,October,22.7,58.5,23.1,1.52,4829,24.72,Post-Monsoon,363.3,Medium,Typhoid
Bihar,April,31.0,60.4,28.9,1.01,297,34.95,Summer,14.1,Low,Typhoid
Chhattisgarh,October,24.7,62.1,20.8,0.5,163,25.74,Post-Monsoon,2.9,Medium,Typhoid
Uttar Pradesh,June,39.5,76.1,53.9,0.5,1419,75.48,Monsoon,0.4,Low,Heatstroke
Jharkhand,March,28.0,58.8,30.2,1.11,533,29.32,Summer,13.9,Low,Heatstroke
Odisha,December,20.5,64.7,2.5,0.65,760,23.91,Winter,38.6,Low,Typhoid
Gujarat,September,28.4,74.0,58.1,1.71,155,32.09,Monsoon,362.9,Low,Malaria
Odisha,October,28.4,83.2,71.0,1.63,1909,33.71,Post-Monsoon,79.8,High,Typhoid
Tripura,March,23.1,73.3,6.5,0.5,109,23.91,Summer,33.0,Medium,Heatstroke
Tripura,August,27.3,97.0,101.1,1.33,142,32.52,Monsoon,169.3,Medium,Dengue
Telangana,May,44.7,75.4,7.4,0.56,50,106.01,Summer,0.4,Low,Heatstroke
Punjab,November,21.3,50.1,7.9,0.77,636,24.94,Post-Monsoon,45.3,Medium,Heatstroke
Goa,September,27.2,97.0,12.4,0.5,620,32.18,Monsoon,376.7,Low,Dengue
Jharkhand,October,23.4,71.8,286.5,3.83,220,24.28,Post-Monsoon,205.8,Low,Malaria
Madhya Pradesh,July,32.1,92.4,109.0,1.87,1794,50.61,Monsoon,33.4,Medium,Dengue
Maharashtra,February,18.9,52.4,5.7,1.1,220,25.54,Winter,4.6,Medium,Heatstroke
West Bengal,September,30.4,97.0,228.9,3.21,2115,44.88,Monsoon,469.8,Medium,Dengue
Gujarat,February,26.5,49.0,64.6,0.59,1100,26.92,Winter,10.3,Low,Dengue
Jharkhand,July,32.0,83.1,57.4,1.07,330,45.72,Monsoon,96.9,Medium,Malaria
West Bengal,February,21.2,65.6,6.3,0.93,364,23.83,Winter,4.8,Low,Heatstroke
Odisha,December,15.4,68.8,36.0,1.71,147,26.39,Winter,38.9,Low,Malaria
Kerala,May,36.6,96.2,69.2,1.61,656,78.54,Summer,13.4,Medium,Dengue
Jharkhand,October,23.1,71.3,166.3,2.66,270,24.08,Post-Monsoon,204.5,Medium,Cholera
Manipur,May,33.6,71.1,36.2,1.08,627,45.95,Summer,56.2,Low,Malaria
Gujarat,July,31.1,88.2,213.5,2.95,634,44.35,Monsoon,163.9,Medium,Malaria
Odisha,September,36.5,97.0,129.1,2.0,1805,78.67,Monsoon,32.6,Medium,Malaria
Assam,October,23.9,82.3,216.3,3.09,115,24.06,Post-Monsoon,139.9,Medium,Dengue
Meghalaya,October,19.4,96.9,145.3,1.51,373,19.4,Post-Monsoon,345.4,Low,Typhoid
Kerala,June,40.1,97.0,45.8,1.1,1461,104.49,Monsoon,59.2,Low,Dengue
Meghalaya,August,23.0,97.0,420.0,5.93,1704,23.0,Monsoon,136.0,Medium,Dengue
Tripura,March,21.9,72.8,3.3,0.5,117,23.16,Summer,42.1,Medium,Typhoid
Punjab,March,26.4,45.3,7.4,0.6,108,26.67,Summer,2.1,Medium,Typhoid
Haryana,June,33.6,68.2,68.7,1.62,441,44.59,Monsoon,32.3,Medium,Dengue
Assam,December,17.6,65.8,2.5,0.5,4485,24.87,Winter,3.1,Low,Malaria
Kerala,January,18.7,87.1,6.7,1.31,1217,18.92,Winter,17.9,Medium,Dengue
Himachal Pradesh,April,24.8,53.7,37.0,1.35,4090,25.81,Summer,4.5,Medium,Heatstroke
Meghalaya,May,28.4,85.6,2.7,1.13,2355,34.16,Summer,3.9,Low,Cholera
Haryana,July,30.4,74.2,163.3,2.67,7449,37.19,Monsoon,14.8,Medium,Dengue
Haryana,December,15.2,31.7,21.3,0.5,119,26.54,Winter,32.1,Medium,Dengue
Kerala,January,19.6,81.9,6.4,0.5,747,20.61,Winter,22.5,Low,Cholera
Haryana,December,11.8,29.8,1.4,1.4,7280,28.57,Winter,34.2,High,Heatstroke
Punjab,June,34.9,76.3,30.2,1.51,382,53.73,Monsoon,35.0,Medium,Dengue
Nagaland,November,16.9,72.6,10.5,0.5,208,23.95,Post-Monsoon,69.6,Medium,Malaria
Uttar Pradesh,December,18.9,49.0,2.6,0.5,3754,25.67,Winter,21.5,Low,Heatstroke
Assam,August,26.9,97.0,114.1,1.64,535,31.16,Monsoon,159.2,Low,Dengue
West Bengal,June,34.0,97.0,347.9,4.59,1060,63.31,Monsoon,7.3,Medium,Cholera
Uttar Pradesh,August,26.4,81.3,175.5,2.85,234,28.54,Monsoon,226.2,Medium,Dengue
Punjab,March,18.8,46.6,18.5,0.56,1210,25.75,Summer,2.3,Medium,Heatstroke
Jharkhand,January,16.6,43.8,10.6,0.94,6584,27.16,Winter,21.3,Medium,Heatstroke
Tamil Nadu,December,23.3,70.0,1.0,0.99,3181,24.33,Winter,29.3,Low,Cholera
Himachal Pradesh,September,15.8,74.1,3.8,0.78,314,24.57,Monsoon,3.1,Low,Dengue
Telangana,May,38.3,74.6,48.4,1.68,50,67.86,Summer,0.5,Low,Cholera
Nagaland,March,25.9,65.7,38.6,0.92,1908,27.01,Summer,18.1,High,Typhoid
Sikkim,March,13.5,61.3,41.4,0.75,518,30.5,Summer,3.7,Medium,Cholera
Andhra Pradesh,September,31.9,97.0,116.1,2.56,639,52.03,Monsoon,498.5,Low,Cholera
Rajasthan,June,39.3,57.1,82.5,1.61,517,57.6,Monsoon,16.3,Low,Typhoid
Punjab,February,19.5,39.9,14.2,1.56,2106,25.34,Winter,8.6,Medium,Typhoid
Jharkhand,June,36.8,80.8,160.9,1.83,157,65.74,Monsoon,16.2,Medium,Dengue
Maharashtra,December,18.4,42.9,13.4,0.5,380,25.91,Winter,12.5,Low,Typhoid
Maharashtra,August,29.2,85.8,102.5,1.32,381,36.7,Monsoon,502.8,Low,Cholera
Tripura,July,31.5,97.0,23.5,0.5,10099,50.05,Monsoon,88.5,Medium,Dengue
Kerala,November,22.9,81.0,12.0,1.0,513,22.91,Post-Monsoon,323.0,Low,Typhoid
Goa,November,21.9,80.0,20.4,0.76,7069,22.12,Post-Monsoon,1.1,High,Dengue
Gujarat,August,33.0,82.8,420.0,5.99,252,49.58,Monsoon,358.0,Medium,Typhoid
Uttar Pradesh,December,14.9,44.8,12.0,1.32,1914,28.86,Winter,28.7,High,Dengue
Uttarakhand,April,24.5,57.7,17.8,1.21,254,25.62,Summer,14.3,Medium,Malaria
Andhra Pradesh,May,44.1,75.9,109.7,2.93,1323,102.79,Summer,30.1,Low,Heatstroke
Uttarakhand,June,24.0,75.3,4.8,0.95,431,24.65,Monsoon,11.5,Low,Typhoid
West Bengal,November,18.1,82.0,23.5,0.59,1668,20.62,Post-Monsoon,221.5,Medium,Typhoid
Andhra Pradesh,April,38.7,69.1,2.7,0.5,229,64.9,Summer,2.0,Medium,Heatstroke
Kerala,June,36.2,97.0,140.5,2.33,291,76.71,Monsoon,45.7,Low,Dengue
Maharashtra,November,21.0,64.1,78.2,0.99,170,23.98,Post-Monsoon,90.1,Low,Malaria
Jharkhand,January,14.6,51.1,5.0,1.77,446,29.47,Winter,23.7,Low,Typhoid
Gujarat,June,39.4,71.1,58.6,1.42,129,70.02,Monsoon,15.6,Medium,Malaria
Uttarakhand,September,18.9,76.9,24.9,0.75,3163,21.88,Monsoon,457.9,Low,Heatstroke
Haryana,December,18.4,31.6,3.0,0.5,2945,25.02,Winter,34.9,Medium,Cholera
Tripura,December,16.8,66.7,2.3,0.75,239,25.35,Winter,33.3,Low,Heatstroke
Bihar,January,19.7,45.8,3.6,0.76,2880,25.38,Winter,18.8,High,Typhoid
Tripura,November,17.6,77.7,33.1,0.94,969,22.11,Post-Monsoon,13.1,Medium,Heatstroke
Chhattisgarh,October,23.8,82.0,15.9,0.7,1965,23.94,Post-Monsoon,3.3,Low,Typhoid
Chhattisgarh,June,33.9,95.2,420.0,5.58,1072,61.47,Monsoon,14.0,Low,Malaria
Uttar Pradesh,November,17.4,52.8,70.8,2.33,881,26.5,Post-Monsoon,15.8,Low,Typhoid
Meghalaya,May,29.7,86.3,1.3,1.46,643,38.5,Summer,3.2,Medium,Heatstroke
Manipur,December,13.8,63.1,8.3,0.64,1261,29.76,Winter,4.5,Low,Typhoid
Uttar Pradesh,June,37.3,77.8,219.5,2.99,64,65.72,Monsoon,0.4,Low,Dengue
Meghalaya,September,19.8,97.0,91.6,1.98,1304,19.8,Monsoon,36.8,Low,Dengue
Sikkim,May,21.2,70.2,2.8,0.5,7931,23.25,Summer,0.2,High,Malaria
Maharashtra,April,35.9,68.9,17.3,1.0,251,53.06,Summer,3.0,Medium,Heatstroke
Uttar Pradesh,August,29.4,83.3,25.4,0.5,141,36.7,Monsoon,270.0,Medium,Malaria
Karnataka,February,27.0,49.0,12.6,0.78,5323,27.36,Winter,21.0,Medium,Malaria
Punjab,May,38.2,52.4,5.2,0.5,807,50.63,Summer,23.8,Low,Heatstroke
West Bengal,May,38.6,87.8,18.9,0.5,3005,82.65,Summer,202.3,High,Malaria
Tripura,June,37.7,95.0,4.3,0.73,2532,84.6,Monsoon,77.8,Low,Dengue
Tamil Nadu,October,26.6,85.4,129.5,2.21,300,29.27,Post-Monsoon,130.3,Low,Dengue
Meghalaya,April,24.4,72.1,24.1,0.5,749,25.25,Summer,6.7,Low,Dengue
Assam,February,19.2,64.6,3.4,0.5,256,24.2,Winter,14.5,Medium,Cholera
Tamil Nadu,November,23.0,72.0,5.9,1.35,433,23.94,Post-Monsoon,67.9,Low,Heatstroke
Goa,September,24.9,97.0,253.5,4.03,693,25.18,Monsoon,378.0,Medium,Malaria
Kerala,March,28.4,87.3,8.0,0.5,889,34.5,Summer,3.7,Low,Typhoid
Madhya Pradesh,January,18.1,38.2,4.1,0.86,913,25.81,Winter,20.5,Low,Typhoid
Gujarat,August,34.9,88.2,420.0,6.27,531,61.8,Monsoon,358.3,Medium,Dengue
Tamil Nadu,May,39.9,72.5,241.5,3.44,6132,73.9,Summer,14.0,High,Dengue
Gujarat,August,34.9,82.7,393.1,5.79,3494,57.91,Monsoon,389.3,Medium,Malaria
Tripura,June,33.1,97.0,176.5,1.52,455,58.29,Monsoon,84.3,Low,Cholera
Tamil Nadu,December,16.6,63.7,3.2,0.5,4360,26.07,Winter,32.8,High,Typhoid
Kerala,June,34.9,97.0,142.0,1.79,4240,68.59,Monsoon,48.2,Medium,Cholera
Haryana,May,33.2,58.2,0.3,0.56,1659,39.38,Summer,10.8,Low,Malaria
Bihar,January,15.7,49.7,16.6,1.13,70,28.17,Winter,16.9,Low,Typhoid
Karnataka,August,30.8,96.2,40.2,1.33,189,46.38,Monsoon,320.5,Medium,Dengue
Haryana,February,18.0,40.5,29.9,1.5,3347,26.02,Winter,11.5,Medium,Heatstroke
Assam,June,35.0,97.0,21.7,0.99,315,69.2,Monsoon,3.8,Low,Malaria
Himachal Pradesh,March,17.0,41.2,36.0,0.5,273,26.69,Summer,3.0,Low,Typhoid
Kerala,December,22.9,92.6,21.7,0.5,50,22.9,Winter,4.8,Low,Typhoid
Goa,November,19.9,83.1,59.6,0.87,471,20.37,Post-Monsoon,0.9,Medium,Cholera
Odisha,August,32.6,97.0,150.4,2.47,1181,55.62,Monsoon,214.2,Low,Malaria
Sikkim,May,26.1,73.8,78.7,2.26,307,27.6,Summer,0.2,Medium,Typhoid
West Bengal,August,28.3,97.0,148.0,2.83,2705,36.16,Monsoon,325.9,Medium,Malaria
Haryana,January,15.0,28.5,8.4,0.5,80,25.83,Winter,23.5,Low,Typhoid
Himachal Pradesh,September,15.3,67.1,75.8,0.95,256,26.89,Monsoon,3.5,Medium,Typhoid
Goa,October,23.2,88.9,21.1,0.64,1958,23.2,Post-Monsoon,35.9,Low,Cholera
Haryana,November,22.8,43.2,6.2,1.33,621,25.07,Post-Monsoon,101.3,Low,Typhoid
Punjab,April,29.8,56.3,10.2,0.5,568,31.78,Summer,23.1,Low,Malaria
Kerala,December,18.4,80.3,12.8,0.9,262,21.07,Winter,5.8,Low,Typhoid
Assam,September,26.9,97.0,149.3,1.73,1500,31.16,Monsoon,194.6,Low,Malaria
Assam,September,24.6,95.4,152.2,2.47,411,24.6,Monsoon,190.3,Low,Dengue
Manipur,March,18.4,61.8,50.8,1.19,184,24.96,Summer,2.6,Low,Typhoid
Odisha,February,22.7,64.3,7.0,1.39,369,24.38,Winter,10.0,Low,Cholera
Goa,January,20.4,71.4,3.8,0.5,829,22.94,Winter,17.0,Medium,Cholera
Manipur,October,17.8,83.3,8.3,0.5,383,20.28,Post-Monsoon,11.5,Low,Malaria
Manipur,August,22.8,97.0,9.8,1.01,2356,22.8,Monsoon,132.2,Low,Typhoid
Telangana,February,23.9,52.8,5.1,0.89,7497,25.33,Winter,3.1,High,Cholera
Chhattisgarh,October,23.0,76.3,29.2,1.46,1291,23.54,Post-Monsoon,3.6,Medium,Cholera
Telangana,May,38.3,63.9,16.3,1.1,795,58.96,Summer,0.5,Low,Heatstroke
Madhya Pradesh,February,17.0,37.2,0.4,0.5,450,26.32,Winter,13.3,Medium,Dengue
Maharashtra,May,39.9,65.5,96.0,1.42,50,67.11,Summer,0.3,Low,Dengue
Punjab,June,32.2,74.1,54.4,1.0,12127,42.6,Monsoon,29.8,High,Dengue
Tripura,February,23.0,64.9,17.8,1.31,873,24.48,Winter,2.4,Medium,Typhoid
Goa,September,32.0,97.0,44.1,0.5,1068,52.53,Monsoon,300.9,Low,Malaria
Sikkim,September,20.0,86.8,63.9,1.51,50,20.0,Monsoon,332.9,Low,Cholera
Assam,August,26.7,97.0,201.4,2.93,1117,30.5,Monsoon,171.2,Medium,Malaria
Uttarakhand,June,27.2,83.0,166.8,1.59,423,30.51,Monsoon,8.0,Medium,Malaria
West Bengal,August,25.6,97.0,420.0,5.17,267,27.12,Monsoon,310.9,Medium,Cholera
Punjab,May,33.0,61.1,15.7,0.52,504,39.92,Summer,22.8,Low,Heatstroke
Jharkhand,November,20.5,57.3,8.3,0.5,2504,24.66,Post-Monsoon,23.0,Medium,Typhoid
Andhra Pradesh,November,22.5,66.7,3.5,1.3,1040,24.1,Post-Monsoon,22.6,Medium,Heatstroke
Goa,May,43.0,83.8,18.0,0.7,564,107.11,Summer,8.1,Low,Malaria
Odisha,May,40.6,80.8,25.0,0.93,458,87.06,Summer,150.1,Low,Heatstroke
Goa,September,29.5,97.0,78.5,1.26,7490,40.96,Monsoon,351.2,Medium,Cholera
Assam,May,35.5,90.9,9.4,0.97,1009,67.13,Summer,58.3,Medium,Typhoid
Meghalaya,October,13.0,87.6,0.7,0.5,50,22.97,Post-Monsoon,476.8,Medium,Malaria
Haryana,April,29.6,40.8,8.4,0.5,110,29.6,Summer,87.8,Medium,Cholera
West Bengal,June,36.7,97.0,46.3,0.59,697,79.99,Monsoon,7.3,Low,Dengue
Manipur,April,24.9,68.5,32.0,0.5,270,25.88,Summer,2.1,Low,Typhoid
Manipur,August,23.3,97.0,52.1,1.77,1325,23.3,Monsoon,135.7,Low,Dengue
Madhya Pradesh,August,34.8,77.9,173.9,2.62,409,54.31,Monsoon,86.9,Medium,Typhoid
Manipur,November,12.4,72.6,8.6,0.5,8922,30.17,Post-Monsoon,23.2,High,Dengue
Assam,February,18.4,74.3,10.3,0.5,414,22.65,Winter,12.2,Low,Typhoid
Jharkhand,April,36.4,58.0,52.8,1.02,5173,48.3,Summer,1.2,High,Malaria
Rajasthan,June,43.1,51.3,105.1,1.77,175,67.02,Monsoon,15.9,Low,Typhoid
Sikkim,October,8.4,73.3,51.9,1.66,687,39.91,Post-Monsoon,142.1,Medium,Typhoid
Meghalaya,August,26.5,97.0,372.9,6.24,406,29.86,Monsoon,120.8,Medium,Dengue
Jharkhand,February,19.5,53.6,4.2,0.55,291,25.2,Winter,4.0,Low,Typhoid
Odisha,December,21.9,68.4,3.4,0.5,2630,23.69,Winter,39.1,Medium,Typhoid
Maharashtra,April,34.7,68.5,7.0,0.56,736,48.43,Summer,3.4,Low,Dengue
Tamil Nadu,October,30.1,88.5,82.0,0.94,125,40.6,Post-Monsoon,155.2,Low,Malaria
Odisha,January,15.5,68.4,15.2,0.5,958,26.36,Winter,19.0,Low,Malaria
Madhya Pradesh,March,31.4,54.5,0.8,0.58,315,34.31,Summer,30.1,Medium,Heatstroke
Uttar Pradesh,July,29.0,88.1,256.1,3.46,364,36.61,Monsoon,82.1,Low,Dengue
Nagaland,October,17.9,87.4,97.6,1.77,602,18.81,Post-Monsoon,72.9,Low,Dengue
Uttarakhand,August,22.1,80.8,294.2,5.0,664,22.15,Monsoon,85.2,Medium,Dengue
Gujarat,April,39.0,55.1,128.8,1.34,316,55.05,Summer,12.6,Low,Heatstroke
Haryana,October,21.2,51.1,66.5,2.03,1643,24.92,Post-Monsoon,30.5,Medium,Typhoid
Himachal Pradesh,September,14.0,73.7,204.1,1.77,8102,27.04,Monsoon,3.7,Medium,Dengue
Manipur,August,24.7,97.0,165.9,3.2,6537,24.7,Monsoon,131.6,High,Dengue
Sikkim,January,8.0,54.3,20.8,0.5,779,42.52,Winter,16.3,Low,Cholera
Madhya Pradesh,August,33.9,72.9,384.2,5.07,5019,47.91,Monsoon,82.6,High,Malaria
Kerala,May,39.9,91.5,25.0,0.66,202,95.71,Summer,13.5,Medium,Cholera
Sikkim,December,8.0,55.1,4.2,0.58,196,42.62,Winter,43.7,Low,Heatstroke
Delhi,August,31.3,67.4,15.3,0.52,438,37.6,Monsoon,422.3,Low,Cholera
Gujarat,November,26.8,59.2,38.9,0.66,1167,27.78,Post-Monsoon,188.2,Medium,Heatstroke
Himachal Pradesh,May,22.6,61.2,33.8,1.1,489,24.54,Summer,4.9,Medium,Malaria
Bihar,November,14.5,52.3,4.3,0.55,223,29.6,Post-Monsoon,85.8,Medium,Typhoid
Punjab,August,23.0,78.0,123.2,2.82,7195,23.36,Monsoon,150.0,Medium,Dengue
Delhi,May,35.5,43.5,45.4,1.36,443,39.36,Summer,17.1,Medium,Malaria
Jharkhand,March,28.6,56.4,4.1,0.84,50,29.9,Summer,13.3,Low,Typhoid
West Bengal,May,40.9,85.4,4.8,0.5,1916,94.75,Summer,165.7,Medium,Dengue
Sikkim,August,15.2,95.6,223.3,3.56,132,16.06,Monsoon,45.2,Low,Malaria
Karnataka,June,38.9,83.3,163.0,3.21,896,79.63,Monsoon,175.5,Low,Heatstroke
Haryana,June,31.8,72.2,40.6,1.1,2246,40.62,Monsoon,33.0,Medium,Dengue
Bihar,March,25.4,56.1,79.7,1.71,499,26.27,Summer,45.2,Low,Heatstroke
Meghalaya,February,13.3,71.8,12.0,0.5,2488,28.74,Winter,17.3,Medium,Malaria
Bihar,July,29.4,96.0,9.4,0.54,5134,40.24,Monsoon,26.2,Medium,Dengue
Uttar Pradesh,June,33.7,79.9,135.7,2.64,6531,50.9,Monsoon,0.5,High,Dengue
Tripura,March,25.1,73.3,9.5,0.5,449,26.09,Summer,39.6,Medium,Heatstroke
Telangana,May,39.3,62.6,8.2,0.54,1099,61.98,Summer,0.5,Low,Typhoid
Tripura,September,29.3,93.1,206.4,3.68,131,39.0,Monsoon,93.5,Low,Typhoid
Andhra Pradesh,November,18.3,61.2,7.0,0.59,134,25.1,Post-Monsoon,31.3,Medium,Cholera
Tripura,November,17.7,74.1,38.2,1.61,3254,23.03,Post-Monsoon,14.9,Medium,Dengue
Jharkhand,July,29.1,97.0,35.5,0.7,253,39.31,Monsoon,121.7,Low,Malaria
Tamil Nadu,January,18.5,68.2,3.1,0.72,248,23.9,Winter,19.6,Low,Dengue
Uttar Pradesh,April,30.4,55.2,15.4,0.5,348,32.61,Summer,4.1,Low,Typhoid
Goa,August,31.6,97.0,1.2,0.95,3880,50.54,Monsoon,225.9,High,Typhoid
Odisha,December,19.4,67.7,72.2,1.91,499,23.66,Winter,33.5,Low,Typhoid
Himachal Pradesh,October,12.8,68.1,48.8,0.69,1170,30.56,Post-Monsoon,0.1,Low,Typhoid
West Bengal,July,32.1,94.8,233.2,3.26,2192,51.86,Monsoon,346.1,Low,Malaria
Odisha,January,17.7,67.8,3.1,0.69,8080,24.43,Winter,16.3,Medium,Malaria
Delhi,August,28.7,70.5,162.5,2.48,309,32.17,Monsoon,431.3,Low,Dengue
Meghalaya,March,20.7,83.4,35.8,0.55,220,20.7,Summer,6.5,Low,Malaria
Maharashtra,February,24.6,51.4,23.9,0.5,4113,25.68,Winter,3.7,Low,Typhoid
West Bengal,January,21.2,67.0,13.3,1.46,2616,23.67,Winter,19.4,High,Typhoid
Manipur,July,27.5,97.0,340.4,4.96,6922,33.22,Monsoon,156.9,Medium,Dengue
Assam,October,22.5,95.0,107.4,2.53,1479,22.5,Post-Monsoon,123.8,Low,Cholera
Maharashtra,May,40.3,67.0,41.1,1.1,1141,70.38,Summer,0.4,Medium,Heatstroke
Gujarat,April,36.2,54.4,2.2,1.09,2639,45.78,Summer,13.4,Medium,Malaria
Assam,February,16.0,77.8,1.7,0.82,663,23.24,Winter,11.3,Low,Dengue
Kerala,November,21.9,79.0,11.5,0.5,70,22.28,Post-Monsoon,261.6,Low,Malaria
Haryana,October,22.1,54.2,7.4,0.76,142,24.8,Post-Monsoon,33.8,Low,Typhoid
Maharashtra,August,30.7,96.1,65.4,1.26,4490,45.88,Monsoon,399.3,Medium,Dengue
Assam,July,29.5,97.0,287.3,4.27,272,40.96,Monsoon,27.9,Low,Dengue
Bihar,November,15.8,56.0,23.0,0.56,238,27.83,Post-Monsoon,79.7,Medium,Typhoid
Gujarat,December,23.0,39.0,1.6,1.36,76,25.05,Winter,28.4,Low,Typhoid
Rajasthan,May,45.1,31.6,35.7,1.51,3033,55.67,Summer,8.6,Medium,Heatstroke
Gujarat,May,41.3,62.2,3.1,0.5,792,70.26,Summer,1.2,Low,Dengue
West Bengal,November,19.7,78.6,4.1,0.5,15000,21.44,Post-Monsoon,163.0,High,Heatstroke
Tamil Nadu,March,29.4,74.6,138.6,1.37,456,34.61,Summer,2.4,Low,Dengue
Manipur,May,32.1,74.6,17.6,1.05,292,42.48,Summer,47.0,Low,Malaria
Telangana,February,25.1,49.1,11.7,0.76,74,25.93,Winter,3.4,Medium,Typhoid
Sikkim,September,16.4,83.9,76.6,0.5,250,20.75,Monsoon,337.9,Low,Malaria
Uttar Pradesh,August,32.1,84.4,392.9,5.36,1114,46.71,Monsoon,283.8,Low,Malaria
West Bengal,April,33.2,87.2,32.9,1.3,306,52.87,Summer,13.0,Low,Dengue
Nagaland,March,23.9,65.7,55.7,1.3,669,25.02,Summer,15.4,Medium,Malaria
Andhra Pradesh,September,31.8,96.1,20.6,0.92,462,51.07,Monsoon,448.4,Medium,Malaria
Maharashtra,May,40.1,64.2,11.1,0.5,450,66.8,Summer,0.4,Low,Dengue
Odisha,February,21.7,72.1,14.5,0.67,1109,23.16,Winter,10.1,Medium,Dengue
Tripura,May,37.0,73.2,51.9,1.79,449,60.61,Summer,32.6,Low,Dengue
Bihar,November,21.9,58.7,18.8,0.5,223,24.53,Post-Monsoon,76.4,Medium,Malaria
Assam,November,14.7,70.5,16.1,0.5,370,26.9,Post-Monsoon,82.5,Medium,Dengue
Haryana,October,27.5,50.6,19.7,0.88,111,27.96,Post-Monsoon,27.0,Medium,Malaria
Uttar Pradesh,May,35.6,58.5,49.5,1.31,352,46.1,Summer,33.3,Low,Heatstroke
Karnataka,November,21.6,61.8,84.8,1.37,1018,24.26,Post-Monsoon,7.4,Low,Typhoid
Madhya Pradesh,April,35.2,51.2,42.1,0.81,675,41.64,Summer,3.2,Low,Heatstroke
Goa,June,37.1,97.0,420.0,5.78,313,82.67,Monsoon,7.7,Medium,Malaria
Bihar,September,29.9,85.3,104.9,1.7,2496,38.89,Monsoon,149.8,Medium,Cholera
Punjab,April,34.3,58.4,59.9,1.9,603,42.33,Summer,27.2,Medium,Typhoid
Haryana,February,16.6,41.6,3.1,1.48,2361,27.02,Winter,14.5,Low,Heatstroke
Punjab,August,28.5,74.2,394.1,5.42,15000,32.35,Monsoon,166.6,High,Malaria
Haryana,October,20.5,58.3,65.1,1.06,241,24.58,Post-Monsoon,31.7,Low,Dengue
Meghalaya,April,23.5,76.7,31.3,1.6,5610,24.0,Summer,6.8,Medium,Malaria
Odisha,October,31.6,76.0,11.1,0.76,164,41.39,Post-Monsoon,61.9,Medium,Dengue
Jharkhand,July,33.0,86.2,101.3,1.65,356,51.41,Monsoon,115.3,Medium,Dengue
Uttar Pradesh,January,18.7,44.9,1.6,0.51,372,25.8,Winter,22.4,Medium,Typhoid
Tamil Nadu,January,18.5,61.7,31.5,1.43,873,24.92,Winter,21.3,Medium,Typhoid
Karnataka,October,27.4,66.4,206.2,3.06,1962,29.19,Post-Monsoon,126.7,Medium,Cholera
Bihar,February,19.1,64.4,3.7,0.5,1928,24.27,Winter,5.4,Medium,Typhoid
Telangana,June,42.2,80.4,152.6,3.06,857,96.73,Monsoon,26.9,Medium,Heatstroke
Tripura,December,14.0,66.0,9.3,0.94,428,28.94,Winter,27.6,Medium,Heatstroke
Tamil Nadu,May,41.5,82.5,68.3,1.22,689,94.94,Summer,14.7,Low,Heatstroke
Maharashtra,September,31.0,92.9,28.7,0.96,87,45.88,Monsoon,67.8,Low,Heatstroke
Meghalaya,June,28.6,94.8,84.4,1.54,2054,36.79,Monsoon,35.5,Medium,Heatstroke
Himachal Pradesh,September,13.2,74.4,37.1,1.22,69,28.14,Monsoon,2.9,Low,Malaria
Maharashtra,November,22.8,61.7,23.7,1.14,380,24.59,Post-Monsoon,76.1,Low,Dengue
Madhya Pradesh,December,20.5,31.3,0.4,0.5,635,24.61,Winter,63.0,Medium,Heatstroke
Uttarakhand,January,9.0,45.3,0.7,0.76,947,38.3,Winter,19.8,Low,Typhoid
Delhi,April,32.7,55.9,44.9,1.09,3052,37.42,Summer,8.2,Medium,Typhoid
Gujarat,January,15.6,42.8,6.0,0.71,3245,27.97,Winter,18.5,Medium,Heatstroke
West Bengal,February,17.8,69.4,5.6,0.76,328,24.05,Winter,5.9,Medium,Typhoid
West Bengal,December,16.8,58.0,6.3,0.52,213,26.62,Winter,0.2,Low,Typhoid
